year,month,hour,author_id
2013,1,14,14
2013,1,15,44
2013,1,0,8
2013,1,0,19
2013,1,18,41
2013,1,16,45
2013,1,19,46
2013,1,21,40
2013,1,6,21
2013,1,17,47
2013,1,18,13
2013,1,22,41
2013,1,16,23
2013,1,14,16
2013,1,23,23
2013,1,22,21
2013,1,4,21
2013,1,19,38
2013,1,0,32
2013,1,18,48
2013,1,16,25
2013,1,10,6
2013,1,21,45
2013,1,14,1
2013,1,21,29
2013,1,19,32
2013,1,13,23
2013,1,15,29
2013,1,8,1
2013,1,5,21
2013,1,6,11
2013,1,17,8
2013,1,16,1
2013,1,20,19
2013,1,13,7
2013,1,22,12
2013,1,22,19
2013,1,15,16
2013,1,19,4
2013,1,21,15
2013,1,3,49
2013,1,21,19
2013,1,19,3
2013,1,13,23
2013,1,22,16
2013,1,3,12
2013,1,22,21
2013,1,23,4
2013,1,22,50
2013,1,20,3
2013,1,14,7
2013,1,21,1
2013,1,21,16
2013,1,23,12
2013,1,19,2
2013,1,18,11
2013,1,18,13
2013,1,15,51
2013,1,1,41
2013,1,1,21
2013,1,22,31
2013,1,14,7
2013,1,19,23
2013,1,21,23
2013,1,2,36
2013,1,5,28
2013,1,19,23
2013,1,18,16
2013,1,17,21
2013,1,22,39
2013,1,20,43
2013,1,8,15
2013,1,22,24
2013,1,15,44
2013,1,3,21
2013,1,15,12
2013,1,16,23
2013,1,21,23
2013,1,23,34
2013,1,0,52
2013,1,18,12
2013,1,13,53
2013,1,3,3
2013,1,7,6
2013,1,22,12
2013,1,18,23
2013,1,17,54
2013,1,15,16
2013,1,21,28
2013,1,3,3
2013,1,16,15
2013,1,11,6
2013,1,2,55
2013,1,19,22
2013,1,4,30
2013,1,4,12
2013,1,20,12
2013,1,19,3
2013,1,17,15
2013,1,20,4
2013,1,12,6
2013,1,0,3
2013,1,14,31
2013,1,10,7
2013,1,16,22
2013,1,17,11
2013,1,1,15
2013,1,23,35
2013,1,20,37
2013,1,18,22
2013,1,22,56
2013,1,16,57
2013,1,21,46
2013,1,4,3
2013,1,20,4
2013,1,0,56
2013,1,9,28
2013,1,3,5
2013,1,2,35
2013,1,22,22
2013,1,19,22
2013,1,15,58
2013,1,18,54
2013,1,17,8
2013,1,2,13
2013,1,23,11
2013,1,15,59
2013,1,2,29
2013,1,20,5
2013,1,5,35
2013,1,3,23
2013,1,21,23
2013,1,18,26
2013,1,16,8
2013,1,1,31
2013,1,20,13
2013,1,21,60
2013,1,23,23
2013,1,19,61
2013,1,0,8
2013,1,17,34
2013,1,1,31
2013,1,4,12
2013,1,22,8
2013,1,0,13
2013,1,0,35
2013,1,3,8
2013,1,6,26
2013,1,15,8
2013,1,20,8
2013,1,1,16
2013,1,7,7
2013,1,13,16
2013,1,15,1
2013,1,22,5
2013,1,16,14
2013,1,16,8
2013,1,22,31
2013,1,16,0
2013,1,17,1
2013,1,20,19
2013,1,15,37
2013,1,19,0
2013,1,8,35
2013,1,23,43
2013,1,15,22
2013,1,20,1
2013,1,19,16
2013,1,14,16
2013,1,3,11
2013,1,19,50
2013,1,1,41
2013,1,18,25
2013,1,20,16
2013,1,22,41
2013,1,14,24
2013,1,0,19
2013,1,16,6
2013,1,9,35
2013,1,12,19
2013,1,5,13
2013,1,5,23
2013,1,22,15
2013,1,23,37
2013,1,21,23
2013,1,14,18
2013,1,16,22
2013,1,15,62
2013,1,21,15
2013,1,17,15
2013,1,14,63
2013,1,5,23
2013,1,11,8
2013,1,1,19
2013,1,20,21
2013,1,14,7
2013,1,19,13
2013,1,23,23
2013,1,22,36
2013,1,21,8
2013,1,17,8
2013,1,18,13
2013,1,20,22
2013,1,22,1
2013,1,9,7
2013,1,13,7
2013,1,15,1
2013,1,6,13
2013,1,0,21
2013,1,22,17
2013,1,3,64
2013,1,17,28
2013,1,20,30
2013,1,22,6
2013,1,21,19
2013,1,20,19
2013,1,17,12
2013,1,19,9
2013,1,17,65
2013,1,19,11
2013,1,15,29
2013,1,16,37
2013,1,17,43
2013,1,23,28
2013,1,18,15
2013,1,17,22
2013,1,21,32
2013,1,22,23
2013,1,22,21
2013,1,23,19
2013,1,13,17
2013,1,22,19
2013,1,22,21
2013,1,13,1
2013,1,12,7
2013,1,23,8
2013,1,2,32
2013,1,14,16
2013,1,4,19
2013,1,17,66
2013,1,16,8
2013,1,3,67
2013,1,11,0
2013,1,20,45
2013,1,9,7
2013,1,20,15
2013,1,16,23
2013,1,0,5
2013,1,19,4
2013,1,19,15
2013,1,19,8
2013,1,21,16
2013,1,19,1
2013,1,18,28
2013,1,17,3
2013,1,19,16
2013,1,17,8
2013,1,16,39
2013,1,21,36
2013,1,17,13
2013,1,17,34
2013,1,15,25
2013,1,1,3
2013,1,18,1
2013,1,20,3
2013,1,17,16
2013,1,5,21
2013,1,21,2
2013,1,22,25
2013,1,8,35
2013,1,1,11
2013,1,20,68
2013,1,15,15
2013,1,16,69
2013,1,15,2
2013,1,4,19
2013,1,23,22
2013,1,14,23
2013,1,17,50
2013,1,15,44
2013,1,16,36
2013,1,16,25
2013,1,1,21
2013,1,22,22
2013,1,6,3
2013,1,16,11
2013,1,17,6
2013,1,14,23
2013,1,17,9
2013,1,0,12
2013,1,4,1
2013,1,19,12
2013,1,9,35
2013,1,20,13
2013,1,18,41
2013,1,17,9
2013,1,21,8
2013,1,21,43
2013,1,11,35
2013,1,21,12
2013,1,6,40
2013,1,0,19
2013,1,23,16
2013,1,0,6
2013,1,19,22
2013,1,19,30
2013,1,21,16
2013,1,12,7
2013,1,2,5
2013,1,0,21
2013,1,1,3
2013,1,6,19
2013,1,17,50
2013,1,16,40
2013,1,19,13
2013,1,16,25
2013,1,17,16
2013,1,22,22
2013,1,22,4
2013,1,21,29
2013,1,17,12
2013,1,14,70
2013,1,17,14
2013,1,14,1
2013,1,19,15
2013,1,20,1
2013,1,23,28
2013,1,22,3
2013,1,1,12
2013,1,14,36
2013,1,19,41
2013,1,18,16
2013,1,18,13
2013,1,15,2
2013,1,5,12
2013,1,22,41
2013,1,23,36
2013,1,22,11
2013,1,19,47
2013,1,20,38
2013,1,16,8
2013,1,6,3
2013,1,14,0
2013,1,17,71
2013,1,20,2
2013,1,21,29
2013,1,17,31
2013,1,23,19
2013,1,14,16
2013,1,22,36
2013,1,16,8
2013,1,21,39
2013,1,16,31
2013,1,1,21
2013,1,16,17
2013,1,17,46
2013,1,15,34
2013,1,4,41
2013,1,9,7
2013,1,22,12
2013,1,6,19
2013,1,15,72
2013,1,10,35
2013,1,20,4
2013,1,15,39
2013,1,17,28
2013,1,18,15
2013,1,16,5
2013,1,22,8
2013,1,14,16
2013,1,8,35
2013,1,9,35
2013,1,21,19
2013,1,15,7
2013,1,0,13
2013,1,20,13
2013,1,16,8
2013,1,15,16
2013,1,19,36
2013,1,8,7
2013,1,11,7
2013,1,19,30
2013,1,7,35
2013,1,15,23
2013,1,20,21
2013,1,17,46
2013,1,21,25
2013,1,16,15
2013,1,19,32
2013,1,1,8
2013,1,9,35
2013,1,15,29
2013,1,0,3
2013,1,2,28
2013,1,20,8
2013,1,17,25
2013,1,7,13
2013,1,14,16
2013,1,0,19
2013,1,4,9
2013,1,17,8
2013,1,21,1
2013,1,23,12
2013,1,17,3
2013,1,19,1
2013,1,13,7
2013,1,19,38
2013,1,19,19
2013,1,18,4
2013,1,17,8
2013,1,20,8
2013,1,4,21
2013,1,17,6
2013,1,3,28
2013,1,1,13
2013,1,23,41
2013,1,6,3
2013,1,17,62
2013,1,16,12
2013,1,3,22
2013,1,21,6
2013,1,20,16
2013,1,23,50
2013,1,18,69
2013,1,20,29
2013,1,10,35
2013,1,18,5
2013,1,22,37
2013,1,14,17
2013,1,22,23
2013,1,21,4
2013,1,22,39
2013,1,5,39
2013,1,17,29
2013,1,15,19
2013,1,14,7
2013,1,15,41
2013,1,1,36
2013,1,21,37
2013,1,20,16
2013,1,18,0
2013,1,15,1
2013,1,16,22
2013,1,21,11
2013,1,18,1
2013,1,21,23
2013,1,16,23
2013,1,2,6
2013,1,12,9
2013,1,21,19
2013,1,23,23
2013,1,17,73
2013,1,3,6
2013,1,13,74
2013,1,4,3
2013,1,0,11
2013,1,4,6
2013,1,16,75
2013,1,17,1
2013,1,19,41
2013,1,21,39
2013,1,16,7
2013,1,19,15
2013,1,11,7
2013,1,1,31
2013,1,18,0
2013,1,7,2
2013,1,16,8
2013,1,2,28
2013,1,19,8
2013,1,14,16
2013,1,22,13
2013,1,10,19
2013,1,21,22
2013,1,16,13
2013,1,21,22
2013,1,22,15
2013,1,19,29
2013,1,15,2
2013,1,3,28
2013,1,4,19
2013,1,22,19
2013,1,1,21
2013,1,14,8
2013,1,3,3
2013,1,4,36
2013,1,0,29
2013,1,17,12
2013,1,18,2
2013,1,17,13
2013,1,20,13
2013,1,15,15
2013,1,8,7
2013,1,23,42
2013,1,15,1
2013,1,23,6
2013,1,20,31
2013,1,0,21
2013,1,23,3
2013,1,22,41
2013,1,18,26
2013,1,18,33
2013,1,2,63
2013,1,15,76
2013,1,20,11
2013,1,18,11
2013,1,1,35
2013,1,3,35
2013,1,20,36
2013,1,17,13
2013,1,16,22
2013,1,3,69
2013,1,0,11
2013,1,21,22
2013,1,23,11
2013,1,22,39
2013,1,4,11
2013,1,20,41
2013,1,19,26
2013,1,17,41
2013,1,19,2
2013,1,0,77
2013,1,22,60
2013,1,2,78
2013,1,23,41
2013,1,19,19
2013,1,1,5
2013,1,19,31
2013,1,15,79
2013,1,3,34
2013,1,20,46
2013,1,2,0
2013,1,18,41
2013,1,0,0
2013,1,16,13
2013,1,21,41
2013,1,17,8
2013,1,5,35
2013,1,22,8
2013,1,16,50
2013,1,16,39
2013,1,23,3
2013,1,15,8
2013,1,18,62
2013,1,18,29
2013,1,23,3
2013,1,0,21
2013,1,14,7
2013,1,16,29
2013,1,8,27
2013,1,17,1
2013,1,0,0
2013,1,19,6
2013,1,21,5
2013,1,6,35
2013,1,18,19
2013,1,18,4
2013,1,2,36
2013,1,7,35
2013,1,5,0
2013,1,11,3
2013,1,22,28
2013,1,3,30
2013,1,21,13
2013,1,18,13
2013,1,18,56
2013,1,17,44
2013,1,15,63
2013,1,16,13
2013,1,19,25
2013,1,3,23
2013,1,17,23
2013,1,20,11
2013,1,15,2
2013,1,20,37
2013,1,1,12
2013,1,21,6
2013,1,0,65
2013,1,19,41
2013,1,4,2
2013,1,23,12
2013,1,18,8
2013,1,22,28
2013,1,15,38
2013,1,21,23
2013,1,2,11
2013,1,13,7
2013,1,15,6
2013,1,14,7
2013,1,16,1
2013,1,16,6
2013,1,10,7
2013,1,16,31
2013,1,1,27
2013,1,17,25
2013,1,21,39
2013,1,20,65
2013,1,4,0
2013,1,2,11
2013,1,14,45
2013,1,19,23
2013,1,21,19
2013,1,18,8
2013,1,15,31
2013,1,21,23
2013,1,16,63
2013,1,4,41
2013,1,19,15
2013,1,6,54
2013,1,17,30
2013,1,16,54
2013,1,17,23
2013,1,23,80
2013,1,21,41
2013,1,6,19
2013,1,20,39
2013,1,13,16
2013,1,16,45
2013,1,18,16
2013,1,19,5
2013,1,19,67
2013,1,0,28
2013,1,19,23
2013,1,14,7
2013,1,16,2
2013,1,1,21
2013,1,16,8
2013,1,21,1
2013,1,8,35
2013,1,21,15
2013,1,14,25
2013,1,18,39
2013,1,20,12
2013,1,16,13
2013,1,21,13
2013,1,20,12
2013,1,17,36
2013,1,3,19
2013,1,21,0
2013,1,6,35
2013,1,0,19
2013,1,19,12
2013,1,16,6
2013,1,5,0
2013,1,18,1
2013,1,22,32
2013,1,11,7
2013,1,13,35
2013,1,9,7
2013,1,18,2
2013,1,17,29
2013,1,15,15
2013,1,2,12
2013,1,4,36
2013,1,16,31
2013,1,23,22
2013,1,14,62
2013,1,15,16
2013,1,14,7
2013,1,0,3
2013,1,20,43
2013,1,5,8
2013,1,1,21
2013,1,19,15
2013,1,17,6
2013,1,7,41
2013,1,17,8
2013,1,19,12
2013,1,16,47
2013,1,4,28
2013,1,1,13
2013,1,20,8
2013,1,18,3
2013,1,15,1
2013,1,7,55
2013,1,16,44
2013,1,14,1
2013,1,3,13
2013,1,21,25
2013,1,10,37
2013,1,17,11
2013,1,16,68
2013,1,8,32
2013,1,20,13
2013,1,19,21
2013,1,15,13
2013,1,22,23
2013,1,17,23
2013,1,21,0
2013,1,7,22
2013,1,14,16
2013,1,22,1
2013,1,15,1
2013,1,22,16
2013,1,18,8
2013,1,16,15
2013,1,14,8
2013,1,18,5
2013,1,0,33
2013,1,11,5
2013,1,14,16
2013,1,0,8
2013,1,2,13
2013,1,13,37
2013,1,18,29
2013,1,21,50
2013,1,7,35
2013,1,20,36
2013,1,17,1
2013,1,1,21
2013,1,16,69
2013,1,22,63
2013,1,16,36
2013,1,21,16
2013,1,16,8
2013,1,17,6
2013,1,0,22
2013,1,21,22
2013,1,13,21
2013,1,15,6
2013,1,1,19
2013,1,19,23
2013,1,0,11
2013,1,8,35
2013,1,20,38
2013,1,12,40
2013,1,18,19
2013,1,22,10
2013,1,21,15
2013,1,6,2
2013,1,16,2
2013,1,22,2
2013,1,1,5
2013,1,21,16
2013,1,22,36
2013,1,23,19
2013,1,17,14
2013,1,18,32
2013,1,23,36
2013,1,19,23
2013,1,7,22
2013,1,19,9
2013,1,20,19
2013,1,22,19
2013,1,16,17
2013,1,5,19
2013,1,1,28
2013,1,16,34
2013,1,23,8
2013,1,15,15
2013,1,15,11
2013,1,12,3
2013,1,17,16
2013,1,19,81
2013,1,5,19
2013,1,22,39
2013,1,9,7
2013,1,22,1
2013,1,20,25
2013,1,20,16
2013,1,20,1
2013,1,4,30
2013,1,22,22
2013,1,13,4
2013,1,17,40
2013,1,1,32
2013,1,15,39
2013,1,10,35
2013,1,15,16
2013,1,2,28
2013,1,15,7
2013,1,17,23
2013,1,0,32
2013,1,7,41
2013,1,8,50
2013,1,14,42
2013,1,18,10
2013,1,19,13
2013,1,0,36
2013,1,13,7
2013,1,16,4
2013,1,19,11
2013,1,15,8
2013,1,0,3
2013,1,15,9
2013,1,14,7
2013,1,9,35
2013,1,20,22
2013,1,3,3
2013,1,16,31
2013,1,17,30
2013,1,5,6
2013,1,21,22
2013,1,23,5
2013,1,22,28
2013,1,18,16
2013,1,16,23
2013,1,21,37
2013,1,20,41
2013,1,10,7
2013,1,19,38
2013,1,20,32
2013,1,21,82
2013,1,22,19
2013,1,21,63
2013,1,21,36
2013,1,17,36
2013,1,21,1
2013,1,16,18
2013,1,0,30
2013,1,20,50
2013,1,15,16
2013,1,3,19
2013,1,5,3
2013,1,16,8
2013,1,18,22
2013,1,16,2
2013,1,7,41
2013,1,19,13
2013,1,16,6
2013,1,17,25
2013,1,1,19
2013,1,21,46
2013,1,1,13
2013,1,7,35
2013,1,18,14
2013,1,6,3
2013,1,2,17
2013,1,17,16
2013,1,4,8
2013,1,15,29
2013,1,1,36
2013,1,16,15
2013,1,17,13
2013,1,22,3
2013,1,18,19
2013,1,15,23
2013,1,22,23
2013,1,18,8
2013,1,16,29
2013,1,15,1
2013,1,17,15
2013,1,19,40
2013,1,16,8
2013,1,1,26
2013,1,16,1
2013,1,16,1
2013,1,15,50
2013,1,21,26
2013,1,21,16
2013,1,0,83
2013,1,22,0
2013,1,3,2
2013,1,20,8
2013,1,21,17
2013,1,19,4
2013,1,19,28
2013,1,3,36
2013,1,14,7
2013,1,18,64
2013,1,1,28
2013,1,21,32
2013,1,16,9
2013,1,20,39
2013,1,22,47
2013,1,16,6
2013,1,4,6
2013,1,4,12
2013,1,22,41
2013,1,9,7
2013,1,14,16
2013,1,16,13
2013,1,10,7
2013,1,22,82
2013,1,2,19
2013,1,20,34
2013,1,20,19
2013,1,2,19
2013,1,15,33
2013,1,20,84
2013,1,18,32
2013,1,19,23
2013,1,21,10
2013,1,23,41
2013,1,5,49
2013,1,18,12
2013,1,15,7
2013,1,18,11
2013,1,23,12
2013,1,14,1
2013,1,15,22
2013,1,17,9
2013,1,21,1
2013,1,12,28
2013,1,22,23
2013,1,22,11
2013,1,16,12
2013,1,19,18
2013,1,17,8
2013,1,14,16
2013,1,15,8
2013,1,21,3
2013,1,13,85
2013,1,7,21
2013,1,20,36
2013,1,15,0
2013,1,20,39
2013,1,7,28
2013,1,21,3
2013,1,18,40
2013,1,19,63
2013,1,18,31
2013,1,1,45
2013,1,2,35
2013,1,0,22
2013,1,21,30
2013,1,20,22
2013,1,23,22
2013,1,4,35
2013,1,23,23
2013,1,6,28
2013,1,16,86
2013,1,18,62
2013,1,22,15
2013,1,3,22
2013,1,1,23
2013,1,19,22
2013,1,15,13
2013,1,17,22
2013,1,17,26
2013,1,17,26
2013,1,15,10
2013,1,20,26
2013,1,5,35
2013,1,22,15
2013,1,18,16
2013,1,21,31
2013,1,22,31
2013,1,20,52
2013,1,22,27
2013,1,21,23
2013,1,15,87
2013,1,17,44
2013,1,22,36
2013,1,22,26
2013,1,22,60
2013,1,19,22
2013,1,19,15
2013,1,4,21
2013,1,18,34
2013,1,17,16
2013,1,16,15
2013,1,21,3
2013,1,20,65
2013,1,20,25
2013,1,19,15
2013,1,8,7
2013,1,14,16
2013,1,18,36
2013,1,20,35
2013,1,22,35
2013,1,0,28
2013,1,0,23
2013,1,16,45
2013,1,20,35
2013,1,15,1
2013,1,14,16
2013,1,18,88
2013,1,17,41
2013,1,20,27
2013,1,15,14
2013,1,21,89
2013,1,23,3
2013,1,15,63
2013,1,22,32
2013,1,16,34
2013,1,21,3
2013,1,23,19
2013,1,1,32
2013,1,3,44
2013,1,21,8
2013,1,21,11
2013,1,22,43
2013,1,14,8
2013,1,18,1
2013,1,20,50
2013,1,16,54
2013,1,21,15
2013,1,15,8
2013,1,17,12
2013,1,12,7
2013,1,19,19
2013,1,19,2
2013,1,17,33
2013,1,17,12
2013,1,0,22
2013,1,2,19
2013,1,19,0
2013,1,4,12
2013,1,21,19
2013,1,15,7
2013,1,17,6
2013,1,21,25
2013,1,19,22
2013,1,23,15
2013,1,18,13
2013,1,2,19
2013,1,20,12
2013,1,20,46
2013,1,16,11
2013,1,1,8
2013,1,16,4
2013,1,16,23
2013,1,6,23
2013,1,9,7
2013,1,20,39
2013,1,15,13
2013,1,4,3
2013,1,14,90
2013,1,17,23
2013,1,21,36
2013,1,16,31
2013,1,23,28
2013,1,22,5
2013,1,22,31
2013,1,20,23
2013,1,17,35
2013,1,16,8
2013,1,20,8
2013,1,18,16
2013,1,22,91
2013,1,20,19
2013,1,19,20
2013,1,23,32
2013,1,15,15
2013,1,13,16
2013,1,15,17
2013,1,19,13
2013,1,21,1
2013,1,22,16
2013,1,20,12
2013,1,17,23
2013,1,23,13
2013,1,19,32
2013,1,16,29
2013,1,15,8
2013,1,22,0
2013,1,20,1
2013,1,18,22
2013,1,15,7
2013,1,13,7
2013,1,21,23
2013,1,0,35
2013,1,14,29
2013,1,22,32
2013,1,17,50
2013,1,18,12
2013,1,0,41
2013,1,11,0
2013,1,15,16
2013,1,17,62
2013,1,17,37
2013,1,20,35
2013,1,16,16
2013,1,19,36
2013,1,8,7
2013,1,20,8
2013,1,15,15
2013,1,16,9
2013,1,1,36
2013,1,4,19
2013,1,5,3
2013,1,16,62
2013,1,22,17
2013,1,17,8
2013,1,0,19
2013,1,20,39
2013,1,18,23
2013,1,1,12
2013,1,2,19
2013,1,20,68
2013,1,14,17
2013,1,15,2
2013,1,22,12
2013,1,17,11
2013,1,4,40
2013,1,19,2
2013,1,4,12
2013,1,14,16
2013,1,19,0
2013,1,20,8
2013,1,14,6
2013,1,17,6
2013,1,21,16
2013,1,13,1
2013,1,4,19
2013,1,2,29
2013,1,22,22
2013,1,16,0
2013,1,21,4
2013,1,10,7
2013,1,19,11
2013,1,3,19
2013,1,19,17
2013,1,23,17
2013,1,15,13
2013,1,17,38
2013,1,16,1
2013,1,14,21
2013,1,13,3
2013,1,18,11
2013,1,1,35
2013,1,19,28
2013,1,7,30
2013,1,18,3
2013,1,23,28
2013,1,15,0
2013,1,22,30
2013,1,3,22
2013,1,16,1
2013,1,14,7
2013,1,0,12
2013,1,20,35
2013,1,17,35
2013,1,21,41
2013,1,16,39
2013,1,20,6
2013,1,22,6
2013,1,14,6
2013,1,16,3
2013,1,16,33
2013,1,15,15
2013,1,17,3
2013,1,11,7
2013,1,16,15
2013,1,22,4
2013,1,16,6
2013,1,1,32
2013,1,7,18
2013,1,20,29
2013,1,20,42
2013,1,2,1
2013,1,18,15
2013,1,21,11
2013,1,19,37
2013,1,23,26
2013,1,20,16
2013,1,19,3
2013,1,17,92
2013,1,0,29
2013,1,0,3
2013,1,17,14
2013,1,17,9
2013,1,15,1
2013,1,21,1
2013,1,15,3
2013,1,23,16
2013,1,18,25
2013,1,22,36
2013,1,23,8
2013,1,21,31
2013,1,14,31
2013,1,23,30
2013,1,17,23
2013,1,19,28
2013,1,2,9
2013,1,15,8
2013,1,19,19
2013,1,19,12
2013,1,2,41
2013,1,20,38
2013,1,20,1
2013,1,21,23
2013,1,16,8
2013,1,15,45
2013,1,1,5
2013,1,21,63
2013,1,0,41
2013,1,18,36
2013,1,14,16
2013,1,0,19
2013,1,17,22
2013,1,17,12
2013,1,23,28
2013,1,1,20
2013,1,18,50
2013,1,15,6
2013,1,15,16
2013,1,16,1
2013,1,20,16
2013,1,10,7
2013,1,20,13
2013,1,20,93
2013,1,22,2
2013,1,22,19
2013,1,1,19
2013,1,17,94
2013,1,2,19
2013,1,20,3
2013,1,8,7
2013,1,23,23
2013,1,19,13
2013,1,1,35
2013,1,21,16
2013,2,0,12
2013,1,15,0
2013,1,20,22
2013,1,12,7
2013,2,4,12
2013,1,15,15
2013,1,17,23
2013,1,21,23
2013,1,20,13
2013,1,19,32
2013,1,15,8
2013,1,21,36
2013,1,23,12
2013,1,17,15
2013,1,14,7
2013,1,20,39
2013,1,15,62
2013,1,21,35
2013,1,18,36
2013,1,15,6
2013,1,14,4
2013,1,21,32
2013,1,18,39
2013,1,23,41
2013,1,22,47
2013,1,20,8
2013,1,23,22
2013,1,19,3
2013,1,7,12
2013,1,19,19
2013,1,19,38
2013,1,15,13
2013,1,16,35
2013,1,21,63
2013,1,17,14
2013,2,0,22
2013,1,12,35
2013,1,8,7
2013,1,12,0
2013,1,21,2
2013,1,22,19
2013,1,18,19
2013,1,23,37
2013,1,15,64
2013,1,23,6
2013,1,21,41
2013,2,0,3
2013,1,21,26
2013,2,2,12
2013,1,22,12
2013,2,1,28
2013,1,14,16
2013,2,4,50
2013,1,19,16
2013,1,16,7
2013,1,16,30
2013,1,17,82
2013,2,1,14
2013,2,3,22
2013,2,0,19
2013,1,20,32
2013,1,22,35
2013,1,22,1
2013,1,16,11
2013,1,19,26
2013,1,9,9
2013,1,15,6
2013,2,2,11
2013,2,1,3
2013,1,23,8
2013,1,22,3
2013,1,14,1
2013,2,22,19
2013,2,16,13
2013,2,14,16
2013,2,18,35
2013,2,4,69
2013,2,22,11
2013,2,15,0
2013,2,2,69
2013,2,23,35
2013,2,16,16
2013,2,22,1
2013,2,18,15
2013,2,9,64
2013,2,15,30
2013,2,21,9
2013,2,17,66
2013,2,4,58
2013,2,15,8
2013,2,0,11
2013,2,8,36
2013,2,17,23
2013,2,22,5
2013,2,13,29
2013,2,20,8
2013,2,0,22
2013,2,22,8
2013,2,17,25
2013,2,13,0
2013,2,4,61
2013,2,1,41
2013,2,7,12
2013,2,16,1
2013,2,19,21
2013,2,18,15
2013,2,16,19
2013,2,20,45
2013,2,19,1
2013,2,16,16
2013,2,0,12
2013,2,0,8
2013,2,21,15
2013,2,21,35
2013,2,1,58
2013,2,20,25
2013,2,23,22
2013,2,22,23
2013,2,19,50
2013,2,9,7
2013,2,22,32
2013,2,19,31
2013,2,4,19
2013,2,17,95
2013,2,14,8
2013,2,0,58
2013,2,15,63
2013,2,1,31
2013,2,15,15
2013,2,2,36
2013,2,18,47
2013,2,20,3
2013,2,15,6
2013,2,21,96
2013,2,20,63
2013,2,17,26
2013,2,23,96
2013,2,15,31
2013,2,18,96
2013,2,16,56
2013,2,17,30
